"No.","Time","Source","Destination","Protocol","Length","Info"
"93","8.015311","ChongqingFug_21:bc:db","AzureWaveTec_d8:24:45","ARP","42","Who has 192.168.0.103? Tell 192.168.0.104"
"94","8.015325","AzureWaveTec_d8:24:45","ChongqingFug_21:bc:db","ARP","42","192.168.0.103 is at 80:c5:f2:d8:24:45"
"95","8.998563","192.168.0.104","192.168.0.103","TCP","54","2413  >  0 [SYN] Seq=0 Win=512 Len=0"
"96","9.044091","192.168.0.103","192.168.0.1","DNS","70","Standard query 0x3b6a A r.bing.com"
"97","9.044729","192.168.0.103","192.168.0.1","DNS","70","Standard query 0xb33b HTTPS r.bing.com"
"98","9.045859","192.168.0.103","192.168.0.1","DNS","76","Standard query 0x778f A r.msftstatic.com"
"99","9.046342","192.168.0.103","192.168.0.1","DNS","76","Standard query 0x2876 HTTPS r.msftstatic.com"
"100","9.076625","192.168.0.1","192.168.0.103","DNS","542","Standard query response 0x2876 HTTPS r.msftstatic.com CNAME a-0016.a-msedge.net NS i.root-servers.net NS j.root-servers.net NS k.root-servers.net NS l.root-servers.net NS m.root-servers.net NS a.root-servers.net NS b.root-servers.net NS c.root-servers.net NS d.root-servers.net NS e.root-servers.net NS f.root-servers.net NS g.root-servers.net NS h.root-servers.net A 192.36.148.17 A 192.58.128.30 A 193.0.14.129 A 199.7.83.42 A 202.12.27.33 A 198.41.0.4 A 170.247.170.2 A 192.33.4.12 A 199.7.91.13 A 192.203.230.10 A 192.5.5.241 A 192.112.36.4 A 198.97.190.53"
"101","9.078448","192.168.0.1","192.168.0.103","DNS","572","Standard query response 0x778f A r.msftstatic.com CNAME r-msftstatic-com.a-0016.a-msedge.net CNAME a-0016.a-msedge.net A 204.79.197.219 NS j.root-servers.net NS k.root-servers.net NS l.root-servers.net NS m.root-servers.net NS a.root-servers.net NS b.root-servers.net NS c.root-servers.net NS d.root-servers.net NS e.root-servers.net NS f.root-servers.net NS g.root-servers.net NS h.root-servers.net NS i.root-servers.net A 192.58.128.30 A 193.0.14.129 A 199.7.83.42 A 202.12.27.33 A 198.41.0.4 A 170.247.170.2 A 192.33.4.12 A 199.7.91.13 A 192.203.230.10 A 192.5.5.241 A 192.112.36.4 A 198.97.190.53 A 192.36.148.17"
"102","9.079192","192.168.0.103","192.168.0.1","DNS","76","Standard query 0x0fe0 A r.msftstatic.com"
"103","9.082477","192.168.0.1","192.168.0.103","DNS","175","Standard query response 0x0fe0 A r.msftstatic.com CNAME r-msftstatic-com.a-0016.a-msedge.net CNAME a-0016.a-msedge.net A 204.79.197.219"
"104","9.083437","192.168.0.103","204.79.197.219","TCP","66","18161  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"105","9.084127","192.168.0.103","192.168.0.1","DNS","72","Standard query 0xdcaf A www.bing.com"
"106","9.084538","192.168.0.103","192.168.0.1","DNS","72","Standard query 0xeb52 HTTPS www.bing.com"
"107","9.106385","192.168.0.1","192.168.0.103","DNS","637","Standard query response 0xdcaf A www.bing.com CNAME wwwprod.www-bing-com.akadns.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net A 72.247.40.91 A 72.247.40.34 NS l.root-servers.net NS m.root-servers.net NS a.root-servers.net NS b.root-servers.net NS c.root-servers.net NS d.root-servers.net NS e.root-servers.net NS f.root-servers.net NS g.root-servers.net NS h.root-servers.net NS i.root-servers.net NS j.root-servers.net NS k.root-servers.net A 199.7.83.42 A 202.12.27.33 A 198.41.0.4 A 170.247.170.2 A 192.33.4.12 A 199.7.91.13 A 192.203.230.10 A 192.5.5.241 A 192.112.36.4 A 198.97.190.53 A 192.36.148.17 A 192.58.128.30 A 193.0.14.129"
"108","9.106926","192.168.0.103","192.168.0.1","DNS","72","Standard query 0x63fd A www.bing.com"
"109","9.108878","192.168.0.1","192.168.0.103","DNS","227","Standard query response 0x63fd A www.bing.com CNAME wwwprod.www-bing-com.akadns.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net A 72.247.40.34 A 72.247.40.91"
"110","9.117827","204.79.197.219","192.168.0.103","TCP","66","443  >  18161 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"111","9.117916","192.168.0.103","204.79.197.219","TCP","54","18161  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"112","9.118502","192.168.0.103","72.247.40.34","QUIC","1292","Initial, DCID=d1076738d6fc0206, PKN: 1, CRYPTO"
"113","9.118585","192.168.0.103","72.247.40.34","QUIC","1292","Initial, DCID=d1076738d6fc0206, PKN: 2, PADDING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PING, PADDING, PING, PING"
"114","9.118988","192.168.0.103","204.79.197.219","TCP","1494","18161  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=1440 [TCP segment of a reassembled PDU]"
"115","9.118988","192.168.0.103","204.79.197.219","TLSv1.2","404","Client Hello (SNI=r.msftstatic.com)"
"116","9.120615","192.168.0.103","204.79.197.219","TCP","66","18162  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"117","9.122998","192.168.0.1","192.168.0.103","DNS","491","Standard query response 0xeb52 HTTPS www.bing.com NS b.root-servers.net NS c.root-servers.net NS d.root-servers.net NS e.root-servers.net NS f.root-servers.net NS g.root-servers.net NS h.root-servers.net NS i.root-servers.net NS j.root-servers.net NS k.root-servers.net NS l.root-servers.net NS m.root-servers.net NS a.root-servers.net A 170.247.170.2 A 192.33.4.12 A 199.7.91.13 A 192.203.230.10 A 192.5.5.241 A 192.112.36.4 A 198.97.190.53 A 192.36.148.17 A 192.58.128.30 A 193.0.14.129 A 199.7.83.42 A 202.12.27.33 A 198.41.0.4"
"118","9.133728","192.168.0.103","192.168.0.1","DNS","87","Standard query 0x59c6 A browser.events.data.msn.com"
"119","9.134135","192.168.0.103","192.168.0.1","DNS","87","Standard query 0xb320 HTTPS browser.events.data.msn.com"
"120","9.134605","192.168.0.103","52.182.143.213","TCP","1494","18105  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1440 [TCP segment of a reassembled PDU]"
"121","9.134605","192.168.0.103","52.182.143.213","TCP","1494","18105  >  443 [ACK] Seq=1441 Ack=1 Win=514 Len=1440 [TCP segment of a reassembled PDU]"
"122","9.134605","192.168.0.103","52.182.143.213","TLSv1.2","1007","Application Data"
"123","9.134728","192.168.0.103","52.182.143.213","TLSv1.2","93","Application Data"
"124","9.134792","192.168.0.103","52.182.143.213","TCP","1494","18105  >  443 [ACK] Seq=3873 Ack=1 Win=514 Len=1440 [TCP segment of a reassembled PDU]"
"125","9.134792","192.168.0.103","52.182.143.213","TLSv1.2","666","Application Data"
"126","9.139247","192.168.0.103","192.168.0.1","DNS","71","Standard query 0x913a A th.bing.com"
"127","9.139824","192.168.0.103","192.168.0.1","DNS","71","Standard query 0x394d HTTPS th.bing.com"
"128","9.161186","192.168.0.103","192.168.0.1","DNS","72","Standard query 0x2127 A www.bing.com"
"129","9.162074","192.168.0.103","192.168.0.1","DNS","72","Standard query 0x5da8 HTTPS www.bing.com"
"130","9.163045","192.168.0.1","192.168.0.103","DNS","652","Standard query response 0xb33b HTTPS r.bing.com CNAME r.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net NS g.root-servers.net NS h.root-servers.net NS i.root-servers.net NS j.root-servers.net NS k.root-servers.net NS l.root-servers.net NS m.root-servers.net NS a.root-servers.net NS b.root-servers.net NS c.root-servers.net NS d.root-servers.net NS e.root-servers.net NS f.root-servers.net A 72.247.40.91 A 72.247.40.34 A 72.247.40.34 A 72.247.40.91 A 192.112.36.4 A 198.97.190.53 A 192.36.148.17 A 192.58.128.30 A 193.0.14.129 A 199.7.83.42 A 202.12.27.33 A 198.41.0.4 A 170.247.170.2 A 192.33.4.12 A 199.7.91.13 A 192.203.230.10 A 192.5.5.241"
"131","9.163158","192.168.0.1","192.168.0.103","DNS","227","Standard query response 0x2127 A www.bing.com CNAME wwwprod.www-bing-com.akadns.net CNAME www.bing.com.edgekey.net CNAME e86303.dscx.akamaiedge.net A 72.247.40.91 A 72.247.40.34"
"132","9.163643","192.168.0.103","192.168.0.1","DNS","70","Standard query 0x9d0c HTTPS r.bing.com"
"133","9.165563","204.79.197.219","192.168.0.103","TCP","66","443  >  18162 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"134","9.165563","72.247.40.34","192.168.0.103","QUIC","1292","Initial, SCID=0058c721e3c04022, PKN: 1, ACK, PADDING"
"135","9.165688","192.168.0.103","204.79.197.219","TCP","54","18162  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"136","9.166122","192.168.0.103","204.79.197.219","TCP","1494","18162  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=1440 [TCP segment of a reassembled PDU]"
"137","9.166122","192.168.0.103","204.79.197.219","TLSv1.2","340","Client Hello (SNI=r.msftstatic.com)"
"138","9.167551","204.79.197.219","192.168.0.103","TCP","54","443  >  18161 [ACK] Seq=1 Ack=1441 Win=4193024 Len=0"
"139","9.167551","204.79.197.219","192.168.0.103","TCP","54","443  >  18161 [ACK] Seq=1 Ack=1791 Win=4194560 Len=0"
"140","9.167641","72.247.40.34","192.168.0.103","QUIC","1292","Initial, SCID=0058c721e3c04022, PKN: 2, CRYPTO, PADDING"
"141","9.168783","72.247.40.34","192.168.0.103","QUIC","1292","Handshake, SCID=0058c721e3c04022"
"142","9.168783","72.247.40.34","192.168.0.103","QUIC","1292","Handshake, SCID=0058c721e3c04022"
"143","9.168935","72.247.40.34","192.168.0.103","QUIC","644","Handshake, SCID=0058c721e3c04022"
"144","9.168935","204.79.197.219","192.168.0.103","TCP","1514","443  >  18161 [ACK] Seq=1 Ack=1791 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"145","9.169007","204.79.197.219","192.168.0.103","TCP","1514","443  >  18161 [ACK] Seq=1461 Ack=1791 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"146","9.169007","204.79.197.219","192.168.0.103","TCP","1514","443  >  18161 [ACK] Seq=2921 Ack=1791 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"147","9.169007","204.79.197.219","192.168.0.103","TCP","1514","443  >  18161 [ACK] Seq=4381 Ack=1791 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"148","9.169007","204.79.197.219","192.168.0.103","TLSv1.2","123","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"149","9.169056","192.168.0.103","204.79.197.219","TCP","54","18161  >  443 [ACK] Seq=1791 Ack=5910 Win=132352 Len=0"
"150","9.169073","192.168.0.103","72.247.40.34","QUIC","1292","Initial, DCID=0058c721e3c04022, PKN: 3, ACK, PADDING"
"151","9.169163","192.168.0.103","72.247.40.34","QUIC","81","Handshake, DCID=0058c721e3c04022"
"152","9.171000","192.168.0.103","72.247.40.91","QUIC","1292","Initial, DCID=9c852bb4470ad12b, PKN: 1, CRYPTO"
"153","9.171133","192.168.0.103","72.247.40.91","QUIC","1292","Initial, DCID=9c852bb4470ad12b, PKN: 2, PING, PING, PADDING, PING, PADDING, CRYPTO, PING, PADDING"
"154","9.173224","192.168.0.103","204.79.197.219","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"155","9.173467","192.168.0.103","72.247.40.34","QUIC","82","Handshake, DCID=0058c721e3c04022"
"156","9.173819","192.168.0.103","72.247.40.34","QUIC","131","Handshake, DCID=0058c721e3c04022"
"157","9.173944","192.168.0.103","72.247.40.34","QUIC","116","Protected Payload (KP0), DCID=0058c721e3c04022"
"158","9.174499","192.168.0.103","72.247.40.34","QUIC","1292","Protected Payload (KP0), DCID=0058c721e3c04022"
"159","9.174565","192.168.0.103","72.247.40.34","QUIC","1103","Protected Payload (KP0), DCID=0058c721e3c04022"
"160","9.174712","192.168.0.103","72.247.40.34","QUIC","1292","Protected Payload (KP0), DCID=0058c721e3c04022"
"161","9.174750","192.168.0.103","72.247.40.34","QUIC","748","Protected Payload (KP0), DCID=0058c721e3c04022"
"162","9.174886","192.168.0.103","72.247.40.34","QUIC","1292","Protected Payload (KP0), DCID=0058c721e3c04022"
"163","9.175021","192.168.0.103","72.247.40.34","QUIC","776","Protected Payload (KP0), DCID=0058c721e3c04022"
"164","9.192940","204.79.197.219","192.168.0.103","TCP","54","443  >  18162 [ACK] Seq=1 Ack=1441 Win=4193024 Len=0"
"165","9.192940","204.79.197.219","192.168.0.103","TCP","54","443  >  18162 [ACK] Seq=1 Ack=1727 Win=4194560 Len=0"
"166","9.193037","204.79.197.219","192.168.0.103","TCP","1514","443  >  18162 [ACK] Seq=1 Ack=1727 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"167","9.193037","204.79.197.219","192.168.0.103","TCP","1514","443  >  18162 [ACK] Seq=1461 Ack=1727 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"168","9.193037","204.79.197.219","192.168.0.103","TCP","1514","443  >  18162 [ACK] Seq=2921 Ack=1727 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"169","9.193037","204.79.197.219","192.168.0.103","TCP","1514","443  >  18162 [ACK] Seq=4381 Ack=1727 Win=4194560 Len=1460 [TCP segment of a reassembled PDU]"
"170","9.193100","192.168.0.103","204.79.197.219","TCP","54","18162  >  443 [ACK] Seq=1727 Ack=5841 Win=132352 Len=0"
"171","9.193173","204.79.197.219","192.168.0.103","TLSv1.2","123","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"172","9.193407","192.168.0.1","192.168.0.103","DNS","630","Standard query response 0x59c6 A browser.events.data.msn.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdwus05.westus.cloudapp.azure.com A 20.189.173.6 NS b.root-servers.net NS c.root-servers.net NS d.root-servers.net NS e.root-servers.net NS f.root-servers.net NS g.root-servers.net NS h.root-servers.net NS i.root-servers.net NS j.root-servers.net NS k.root-servers.net NS l.root-servers.net NS m.root-servers.net NS a.root-servers.net A 170.247.170.2 A 192.33.4.12 A 199.7.91.13 A 192.203.230.10 A 192.5.5.241 A 192.112.36.4 A 198.97.190.53 A 192.36.148.17 A 192.58.128.30 A 193.0.14.129 A 199.7.83.42 A 202.12.27.33 A 198.41.0.4"
"173","9.194025","192.168.0.103","192.168.0.1","DNS","87","Standard query 0x2c37 A browser.events.data.msn.com"
"174","9.194926","72.247.40.91","192.168.0.103","QUIC","1292","Initial, SCID=0e9442f0a9c14022, PKN: 1, ACK, PADDING"
"175","9.195037","72.247.40.91","192.168.0.103","QUIC","1292","Initial, SCID=0e9442f0a9c14022, PKN: 2, CRYPTO, PADDING"
"176","9.195037","72.247.40.91","192.168.0.103","QUIC","287","Handshake, SCID=0e9442f0a9c14022"
"177","9.197605","192.168.0.103","204.79.197.219","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"178","9.198718","192.168.0.103","72.247.40.91","QUIC","205","Protected Payload (KP0), DCID=0e9442f0a9c14022"
"179","9.199240","192.168.0.103","72.247.40.91","QUIC","760","Protected Payload (KP0), DCID=0e9442f0a9c14022"
"180","9.200880","192.168.0.1","192.168.0.103","DNS","217","Standard query response 0x2c37 A browser.events.data.msn.com CNAME global.asimov.events.data.trafficmanager.net CNAME onedscolprdwus05.westus.cloudapp.azure.com A 20.189.173.6"
